"method","theta_var_emp","theta_var_hat_mean","theta_ratio","y_minus_theta_var_emp_mean","y_minus_theta_var_hat_mean","y_minus_theta_ratio","ybar_minus_theta_var_emp","ybar_minus_theta_var_hat_mean","ybar_minus_theta_ratio"
"precision",0.00724934701124084,0.00559220158382135,0.771407628183626,0.0321382799260332,0.0301762598240163,0.938950681040411,0.0021712164275036,0.000468372049951102,0.215718729841052
"irls_fixed",0.00724934701124084,0.00590574043853545,0.814658262237689,0.0321382799260332,0.0305263084992875,0.949842635310424,0.0021712164275036,0.000818420725222307,0.376941107692016
"irls_theta0",0.00724934701124084,0.0060004454121812,0.827722193857862,0.0321382799260332,0.0305661957997794,0.951083750285579,0.0021712164275036,0.000858308025714241,0.395312054036501
"psi_prime",0.00724934701124084,0.0144012173312892,1.9865537280749,0.0321382799260332,0.0390989757454253,1.21658582336741,0.0021712164275036,0.00939108797136016,4.32526571391032
"psi_prime_clamped",0.00724934701124084,0.0066801119468124,0.921477746403119,0.0321382799260332,0.0313339766864861,0.97497366874026,0.0021712164275036,0.00162608891242089,0.748929904832433
